f7_tick_ms,position_mm,measured_velocity_mm_s,applied_mpc_velocity_mm_s,dob_model_velocity_mm_s,controller_current_A,unsaturated_controller_current_A,saturated
8.501200000000000000e+04,2.216905517578125000e+02,-3.437500000000000000e+01,7.099637985229492188e+00,-3.060022163391113281e+01,-3.625431060791015625e-01,-3.625431060791015625e-01,0.000000000000000000e+00
8.501400000000000000e+04,2.216163635253906250e+02,-3.822499847412109375e+01,7.099637985229492188e+00,-2.912198829650878906e+01,2.450128793716430664e-01,2.450128793716430664e-01,0.000000000000000000e+00
8.501700000000000000e+04,2.215586242675781250e+02,-2.970000076293945312e+01,-1.485038757324218750e+00,-2.803832817077636719e+01,-8.213011622428894043e-01,-8.213011622428894043e-01,0.000000000000000000e+00
8.501800000000000000e+04,2.214965209960937500e+02,-3.020416641235351562e+01,-1.485038757324218750e+00,-2.699715995788574219e+01,-6.782065629959106445e-01,-6.782065629959106445e-01,0.000000000000000000e+00
8.502000000000000000e+04,2.214277038574218750e+02,-3.423749923706054688e+01,-1.485038757324218750e+00,-2.599681663513183594e+01,-1.040509343147277832e-01,-1.040509343147277832e-01,0.000000000000000000e+00
8.502200000000000000e+04,2.213726501464843750e+02,-2.818750000000000000e+01,-1.485038757324218750e+00,-2.503569602966308594e+01,-7.181512117385864258e-01,-7.181512117385864258e-01,0.000000000000000000e+00
8.502400000000000000e+04,2.213186035156250000e+02,-2.630833244323730469e+01,-1.485038757324218750e+00,-2.411226272583007812e+01,-8.650797605514526367e-01,-8.650797605514526367e-01,0.000000000000000000e+00
8.502600000000000000e+04,2.212585144042968750e+02,-2.970000076293945312e+01,-1.485038757324218750e+00,-2.322503662109375000e+01,-3.861472308635711670e-01,-3.861472308635711670e-01,0.000000000000000000e+00
8.502800000000000000e+04,2.212041320800781250e+02,-2.901250076293945312e+01,-1.485038757324218750e+00,-2.237259864807128906e+01,-3.757025599479675293e-01,-3.757025599479675293e-01,0.000000000000000000e+00
8.503000000000000000e+04,2.211564636230468750e+02,-2.332916641235351562e+01,-1.485038757324218750e+00,-2.155358695983886719e+01,-9.699496626853942871e-01,-9.699496626853942871e-01,0.000000000000000000e+00
8.503200000000000000e+04,2.211014099121093750e+02,-2.598749923706054688e+01,-1.485038757324218750e+00,-2.076668739318847656e+01,-5.920695662498474121e-01,-5.920695662498474121e-01,0.000000000000000000e+00
8.503400000000000000e+04,2.210399780273437500e+02,-3.070833396911621094e+01,-1.485038757324218750e+00,-2.001064300537109375e+01,5.316425859928131104e-02,5.316425859928131104e-02,0.000000000000000000e+00
8.503700000000000000e+04,2.209899597167968750e+02,-2.598749923706054688e+01,6.220799446105957031e+00,-1.898209381103515625e+01,-2.207765579223632812e-01,-2.207765579223632812e-01,0.000000000000000000e+00
8.503800000000000000e+04,2.209416198730468750e+02,-2.314583396911621094e+01,6.220799446105957031e+00,-1.799387359619140625e+01,-4.492837786674499512e-01,-4.492837786674499512e-01,0.000000000000000000e+00
8.504000000000000000e+04,2.208922729492187500e+02,-2.447499847412109375e+01,6.220799446105957031e+00,-1.704440307617187500e+01,-1.902815699577331543e-01,-1.902815699577331543e-01,0.000000000000000000e+00
8.504200000000000000e+04,2.208422546386718750e+02,-2.516249847412109375e+01,6.220799446105957031e+00,-1.613216209411621094e+01,2.077102661132812500e-03,2.077102661132812500e-03,0.000000000000000000e+00
8.504400000000000000e+04,2.208033142089843750e+02,-2.044166755676269531e+01,6.220799446105957031e+00,-1.525568962097167969e+01,-4.510771632194519043e-01,-4.510771632194519043e-01,0.000000000000000000e+00
8.504600000000000000e+04,2.207670593261718750e+02,-1.778333282470703125e+01,6.220799446105957031e+00,-1.441358470916748047e+01,-6.830053925514221191e-01,-6.830053925514221191e-01,0.000000000000000000e+00
8.504800000000000000e+04,2.207294616699218750e+02,-1.860833358764648438e+01,6.220799446105957031e+00,-1.360449886322021484e+01,-5.096118450164794922e-01,-5.096118450164794922e-01,0.000000000000000000e+00
8.505000000000000000e+04,2.206875000000000000e+02,-2.030416679382324219e+01,6.220799446105957031e+00,-1.282713794708251953e+01,-2.240656316280364990e-01,-2.240656316280364990e-01,0.000000000000000000e+00
8.505200000000000000e+04,2.206441955566406250e+02,-2.181666755676269531e+01,6.220799446105957031e+00,-1.208025741577148438e+01,5.208870768547058105e-02,5.208870768547058105e-02,0.000000000000000000e+00
8.505400000000000000e+04,2.206099548339843750e+02,-1.792083358764648438e+01,6.220799446105957031e+00,-1.136266231536865234e+01,-3.123565316200256348e-01,-3.123565316200256348e-01,0.000000000000000000e+00
8.505700000000000000e+04,2.205817565917968750e+02,-1.439166641235351562e+01,2.676994085311889648e+00,-1.081215953826904297e+01,-7.414280176162719727e-01,-7.414280176162719727e-01,0.000000000000000000e+00
8.505800000000000000e+04,2.205491943359375000e+02,-1.407083320617675781e+01,2.676994085311889648e+00,-1.028324222564697266e+01,-7.334763407707214355e-01,-7.334763407707214355e-01,0.000000000000000000e+00
8.506000000000000000e+04,2.205236816406250000e+02,-1.425416660308837891e+01,2.676994085311889648e+00,-9.775064468383789062e+00,-6.654177308082580566e-01,-6.654177308082580566e-01,0.000000000000000000e+00
8.506200000000000000e+04,2.204907836914062500e+02,-1.507916641235351562e+01,2.676994085311889648e+00,-9.286812782287597656e+00,-5.174911022186279297e-01,-5.174911022186279297e-01,0.000000000000000000e+00
8.506400000000000000e+04,2.204609069824218750e+02,-1.590416622161865234e+01,2.676994085311889648e+00,-8.817705154418945312e+00,-3.629958927631378174e-01,-3.629958927631378174e-01,0.000000000000000000e+00
8.506600000000000000e+04,2.204333801269531250e+02,-1.457500076293945312e+01,2.676994085311889648e+00,-8.366991996765136719e+00,-4.616770744323730469e-01,-4.616770744323730469e-01,0.000000000000000000e+00
8.506800000000000000e+04,2.204092102050781250e+02,-1.205416679382324219e+01,2.676994085311889648e+00,-7.933950901031494141e+00,-7.110688686370849609e-01,-7.110688686370849609e-01,0.000000000000000000e+00
8.507000000000000000e+04,2.203863830566406250e+02,-1.122916698455810547e+01,2.676994085311889648e+00,-7.517889499664306641e+00,-7.705900669097900391e-01,-7.705900669097900391e-01,0.000000000000000000e+00
8.507200000000000000e+04,2.203608703613281250e+02,-1.205416679382324219e+01,2.676994085311889648e+00,-7.118142127990722656e+00,-6.351937055587768555e-01,-6.351937055587768555e-01,0.000000000000000000e+00
8.507400000000000000e+04,2.203353576660156250e+02,-1.274166679382324219e+01,2.676994085311889648e+00,-6.734069347381591797e+00,-5.100497603416442871e-01,-5.100497603416442871e-01,0.000000000000000000e+00
8.507700000000000000e+04,2.203078308105468750e+02,-1.324583339691162109e+01,6.985560417175292969e+00,-6.196115016937255859e+00,-2.965709567070007324e-01,-2.965709567070007324e-01,0.000000000000000000e+00
8.507800000000000000e+04,2.202786254882812500e+02,-1.489583301544189453e+01,6.985560417175292969e+00,-5.679254055023193359e+00,-2.631726861000061035e-02,-2.631726861000061035e-02,0.000000000000000000e+00
8.508000000000000000e+04,2.202507629394531250e+02,-1.388750076293945312e+01,6.985560417175292969e+00,-5.182659626007080078e+00,-6.461137533187866211e-02,-6.461137533187866211e-02,0.000000000000000000e+00
8.508200000000000000e+04,2.202306213378906250e+02,-1.054166603088378906e+01,6.985560417175292969e+00,-4.705536842346191406e+00,-3.895161449909210205e-01,-3.895161449909210205e-01,0.000000000000000000e+00
8.508400000000000000e+04,2.202061157226562500e+02,-7.883333206176757812e+00,6.985560417175292969e+00,-4.247122287750244141e+00,-6.511198282241821289e-01,-6.511198282241821289e-01,0.000000000000000000e+00
8.508600000000000000e+04,2.201990661621093750e+02,-7.699999809265136719e+00,6.985560417175292969e+00,-3.806682586669921875e+00,-6.297312974929809570e-01,-6.297312974929809570e-01,0.000000000000000000e+00
8.508800000000000000e+04,2.201832885742187500e+02,-7.516666889190673828e+00,6.985560417175292969e+00,-3.383512735366821289e+00,-6.083412170410156250e-01,-6.083412170410156250e-01,0.000000000000000000e+00
8.509000000000000000e+04,2.201665039062500000e+02,-8.204166412353515625e+00,6.985560417175292969e+00,-2.976935625076293945e+00,-4.819347858428955078e-01,-4.819347858428955078e-01,0.000000000000000000e+00
8.509200000000000000e+04,2.201480407714843750e+02,-8.524999618530273438e+00,6.985560417175292969e+00,-2.586300611495971680e+00,-3.942468762397766113e-01,-3.942468762397766113e-01,0.000000000000000000e+00
8.509400000000000000e+04,2.201319274902343750e+02,-8.524999618530273438e+00,6.985560417175292969e+00,-2.210982561111450195e+00,-3.420245647430419922e-01,-3.420245647430419922e-01,0.000000000000000000e+00
8.509700000000000000e+04,2.201060791015625000e+02,-8.524999618530273438e+00,6.273938655853271484e+00,-1.878284215927124023e+00,-3.059156537055969238e-01,-3.059156537055969238e-01,0.000000000000000000e+00
8.509800000000000000e+04,2.200899658203125000e+02,-8.204166412353515625e+00,6.273938655853271484e+00,-1.558630943298339844e+00,-2.931086421012878418e-01,-2.931086421012878418e-01,0.000000000000000000e+00
8.510000000000000000e+04,2.200768737792968750e+02,-7.012499809265136719e+00,6.273938655853271484e+00,-1.251511573791503906e+00,-3.862085342407226562e-01,-3.862085342407226562e-01,0.000000000000000000e+00
8.510200000000000000e+04,2.200654602050781250e+02,-5.683333396911621094e+00,6.273938655853271484e+00,-9.564344286918640137e-01,-5.023266673088073730e-01,-5.023266673088073730e-01,0.000000000000000000e+00
8.510400000000000000e+04,2.200557250976562500e+02,-4.858333110809326172e+00,6.273938655853271484e+00,-6.729274392127990723e-01,-5.650396347045898438e-01,-5.650396347045898438e-01,0.000000000000000000e+00
8.510600000000000000e+04,2.200456542968750000e+02,-4.858333110809326172e+00,6.273938655853271484e+00,-4.005369544029235840e-01,-5.325541496276855469e-01,-5.325541496276855469e-01,0.000000000000000000e+00
8.510800000000000000e+04,2.200355834960937500e+02,-5.179166793823242188e+00,6.273938655853271484e+00,-1.388270258903503418e-01,-4.605005383491516113e-01,-4.605005383491516113e-01,0.000000000000000000e+00
8.511000000000000000e+04,2.200265197753906250e+02,-4.675000190734863281e+00,6.273938655853271484e+00,1.126210987567901611e-01,-4.850375056266784668e-01,-4.850375056266784668e-01,0.000000000000000000e+00
8.511200000000000000e+04,2.200184631347656250e+02,-3.987500190734863281e+00,6.273938655853271484e+00,3.542098104953765869e-01,-5.339903235435485840e-01,-5.339903235435485840e-01,0.000000000000000000e+00
8.511400000000000000e+04,2.200114135742187500e+02,-3.483333349227905273e+00,6.273938655853271484e+00,5.863256454467773438e-01,-5.643404126167297363e-01,-5.643404126167297363e-01,0.000000000000000000e+00
8.511700000000000000e+04,2.200060424804687500e+02,-2.841666698455810547e+00,2.575049877166748047e+00,6.643046140670776367e-01,-7.037487030029296875e-01,-7.037487030029296875e-01,0.000000000000000000e+00
8.511800000000000000e+04,2.200016784667968750e+02,-2.154166698455810547e+00,2.575049877166748047e+00,7.392259836196899414e-01,-7.783079743385314941e-01,-7.783079743385314941e-01,0.000000000000000000e+00
8.512000000000000000e+04,2.199969787597656250e+02,-2.154166698455810547e+00,2.575049877166748047e+00,8.112096786499023438e-01,-7.738919258117675781e-01,-7.738919258117675781e-01,0.000000000000000000e+00
8.512200000000000000e+04,2.199912719726562500e+02,-2.658333301544189453e+00,2.575049877166748047e+00,8.803708553314208984e-01,-7.082984447479248047e-01,-7.082984447479248047e-01,0.000000000000000000e+00
8.512400000000000000e+04,2.199838867187500000e+02,-3.162499904632568359e+00,2.575049877166748047e+00,9.468201398849487305e-01,-6.391314268112182617e-01,-6.391314268112182617e-01,0.000000000000000000e+00
8.512600000000000000e+04,2.199758300781250000e+02,-3.849999904632568359e+00,2.575049877166748047e+00,1.010663986206054688e+00,-5.442399978637695312e-01,-5.442399978637695312e-01,0.000000000000000000e+00
8.512800000000000000e+04,2.199684448242187500e+02,-3.849999904632568359e+00,2.575049877166748047e+00,1.072004437446594238e+00,-5.274493098258972168e-01,-5.274493098258972168e-01,0.000000000000000000e+00
8.513000000000000000e+04,2.199613952636718750e+02,-3.483333349227905273e+00,2.575049877166748047e+00,1.130939722061157227e+00,-5.543775558471679688e-01,-5.543775558471679688e-01,0.000000000000000000e+00
8.513200000000000000e+04,2.199553527832031250e+02,-3.345833301544189453e+00,2.575049877166748047e+00,1.187564134597778320e+00,-5.554918646812438965e-01,-5.554918646812438965e-01,0.000000000000000000e+00
